DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-31,-0.07,-0.13,0.56,-0.06,-85.71,0.03,12.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,4.19,4.09
2012-11-05,-0.04,-0.03,-0.22,0.01,25.0,0.02,10.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,19,3.31,3.34
2013-01-31,-0.02,-0.02,-0.15,0.0,0.0,0.02,11.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,3.8,3.84
2013-04-30,0.0,-0.01,-0.21,-0.01,,0.04,10.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,3.64,3.3
2013-07-31,-0.01,0.04,-0.13,0.05,500.0,0.02,8.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,3.8,4.32
2013-10-30,0.02,0.05,-0.11,0.03,150.0,0.02,9.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,6.6,7.07
2014-02-05,0.07,0.02,0.08,-0.05,-71.43,0.03,9.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,8.34,7.05
2014-05-01,0.02,0.03,-0.17,0.01,50.0,0.01,5.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,7.69,7.39
2014-07-31,0.03,0.07,-0.08,0.04,133.33,0.01,5.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,8.6,8.39
2014-10-30,0.04,0.08,-0.05,0.04,100.0,0.02,4.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,8.3,9.01
2015-02-04,0.07,0.09,-0.04,0.02,28.57,0.01,4.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,10.96,11.48
2015-04-29,0.04,0.1,-0.04,0.06,150.0,0.01,5.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,12.18,12.13
