DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-06,0.26,0.14,0.04,-0.12,-46.15,0.05,4.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,11.17886,11.007019999999999
2012-11-07,0.35,0.36,-2.45,0.01,2.86,0.01,3.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,19,9.65018,9.72685
2013-02-27,0.3,0.32,-0.09,0.02,6.67,0.01,3.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,11.19658,11.17735
2013-05-09,0.28,0.24,-0.13,-0.04,-14.29,0.02,4.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,12.75427,12.8411
2013-08-08,0.26,0.32,-0.1,0.06,23.08,0.06,5.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,12.70844,12.66972
2013-11-07,0.34,0.39,-0.3,0.05,14.71,0.01,5.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,19,13.297329999999999,13.79234
2014-02-26,0.28,0.29,-0.57,0.01,3.57,0.02,5.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,13.80371,13.423789999999999
2014-05-08,0.28,0.24,-0.32,-0.04,-14.29,0.03,7.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,13.764000000000001,13.72489
2014-08-07,0.28,0.28,-0.1,0.0,0.0,0.01,6.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,14.11377,14.46686
2014-11-06,0.34,0.37,0.3,0.03,8.82,0.06,6.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,12.85724,13.251029999999998
2015-02-26,0.37,0.41,-0.12,0.04,10.81,0.03,7.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,12.53468,12.872110000000001
2015-05-11,0.27,0.25,-0.05,-0.02,-7.41,0.06,5.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,13.68,13.71
