DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-24,0.66,0.45,0.0,-0.21,-31.82,0.05,9.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,25.91084,25.91084
2012-10-26,0.42,0.3,0.0,-0.12,-28.57,0.06,9.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,26.315690000000004,27.115990000000004
2013-02-26,0.37,0.23,0.23,-0.14,-37.84,0.03,7.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,33.66861,34.20583
2013-04-23,0.53,0.57,0.0,0.04,7.55,0.06,5.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,31.2658,31.861620000000002
2013-07-23,0.55,0.48,0.0,-0.07,-12.73,0.03,7.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,36.09568,35.44919
2013-10-22,0.37,0.28,0.0,-0.09,-24.32,0.06,9.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,34.66604,33.8016
2014-02-25,0.31,0.36,0.0,0.05,16.13,0.06,7.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,37.83302,40.207440000000005
2014-04-22,0.57,0.41,0.0,-0.16,-28.07,0.03,7.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,40.99668,40.99668
2014-07-22,0.62,0.63,0.0,0.01,1.61,0.04,7.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,39.87252,40.60522
2014-10-21,0.41,0.08,0.0,-0.33,-80.49,0.06,7.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,36.41822,34.641490000000005
2015-02-24,0.34,0.37,0.0,0.03,8.82,0.03,7.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,42.18679,42.555009999999996
2015-04-21,0.57,0.65,0.0,0.08,14.04,0.06,7.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,42.53757,42.69719
