DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-25,0.3,0.41,-0.23,0.11,36.67,0.03,7.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,105.13,106.14
2012-10-24,0.41,0.53,-0.07,0.12,29.27,0.02,8.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,93.56,96.45
2013-02-14,0.47,0.54,-0.14,0.07,14.89,0.04,9.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,87.63,86.01
2013-04-25,0.52,0.58,-0.17,0.06,11.54,0.03,4.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,98.82,99.34
2013-07-25,0.6,0.65,-0.17,0.05,8.33,0.02,5.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,107.56,112.5
2013-10-24,0.71,0.73,-0.26,0.02,2.82,0.02,5.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,116.7,125.17
2014-01-30,0.73,0.8,-0.9,0.07,9.59,0.02,5.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,162.0,158.73
2014-04-24,1.09,1.41,-0.62,0.32,29.36,0.21,5.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,156.00999,153.19
2014-07-24,0.99,0.99,-0.16,0.0,0.0,0.06,3.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,167.48,167.03999
2014-10-23,1.05,1.14,-0.26,0.09,8.57,0.04,4.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,185.92,190.28999
2015-01-29,1.17,1.13,-0.37,-0.04,-3.42,0.05,4.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,188.05,183.24001
2015-04-23,1.18,1.07,-0.62,-0.11,-9.32,0.06,3.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,184.58,180.08
