DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-24,0.43,0.52,-0.24,0.09,20.93,0.03,15.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,29.627,31.75491
2012-10-23,0.56,0.58,-0.2,0.02,3.57,0.03,15.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,32.21181,31.159329999999997
2013-01-29,0.53,0.56,-0.13,0.03,5.66,0.03,18.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,32.65425,32.80924
2013-04-23,0.35,0.44,-0.11,0.09,25.71,0.03,11.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,32.051359999999995,34.10196
2013-07-23,0.49,0.47,-0.9,-0.02,-4.08,0.02,11.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,31.02835,26.32974
2013-10-22,0.48,0.55,0.0,0.07,14.58,0.03,11.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,26.57405,25.81032
2014-01-30,0.38,0.41,-0.12,0.03,7.89,0.03,10.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,28.72165,29.262459999999997
2014-04-24,0.25,0.33,-0.05,0.08,32.0,0.03,9.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,30.73919,29.376959999999997
2014-07-22,0.42,0.46,-0.46,0.04,9.52,0.02,7.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,38.40013,37.80555
2014-10-21,0.66,0.74,-0.58,0.08,12.12,0.01,7.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,37.107690000000005,39.13554
2015-01-29,0.7,0.76,-0.12,0.06,8.57,0.01,8.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,41.18056,42.30702
2015-04-21,0.6,0.64,-0.3,0.04,6.67,0.02,13.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,43.98,46.18
