DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-06,0.77,0.81,-0.16,0.04,5.19,0.08,3.0,2013.0,1.0,2012.0,2.0,20120630.0,-11.0,20,43.66482,43.597840000000005
2012-11-07,0.84,0.8,0.02,-0.04,-4.76,0.03,4.0,2013.0,2.0,2012.0,3.0,20120930.0,-10.0,19,47.32076,46.85946
2013-02-04,0.88,1.17,-0.17,0.29,32.95,0.05,5.0,2013.0,3.0,2012.0,4.0,20121231.0,-9.0,19,55.28111,56.43884
2013-05-22,1.03,1.01,0.1,-0.02,-1.94,0.04,6.0,2013.0,4.0,2013.0,1.0,20130331.0,-8.0,20,64.11927,63.95469
2013-08-05,0.99,1.0,-0.26,0.01,1.01,0.03,6.0,2014.0,1.0,2013.0,2.0,20130630.0,-7.0,20,67.66548,65.20685999999999
2013-11-07,1.04,1.27,1.74,0.23,22.12,0.04,7.0,2014.0,2.0,2013.0,3.0,20130930.0,-6.0,19,75.75562,81.75480999999999
2014-02-06,1.17,0.85,-0.34,-0.32,-27.35,0.07,6.0,2014.0,3.0,2013.0,4.0,20131231.0,-5.0,19,67.19693000000001,64.15365
2014-05-21,1.26,1.35,-0.52,0.09,7.14,0.06,3.0,2014.0,4.0,2014.0,1.0,20140331.0,-4.0,20,73.18523,73.94123
2014-08-04,1.05,1.32,-0.09,0.27,25.71,0.04,3.0,2015.0,1.0,2014.0,2.0,20140630.0,-3.0,20,71.14003000000001,72.22462
2014-11-06,1.16,0.87,-0.14,-0.29,-25.0,,1.0,2015.0,2.0,2014.0,3.0,20140930.0,-2.0,19,71.32488000000001,72.91934
2015-02-05,1.34,0.7,-0.73,-0.64,-47.76,0.09,2.0,2015.0,3.0,2014.0,4.0,20141231.0,-1.0,19,58.4833,57.86654
2015-05-20,1.25,0.91,-0.48,-0.34,-27.2,0.12,3.0,2015.0,4.0,2015.0,1.0,20150331.0,0.0,20,60.02,60.71
