DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-26,0.23,0.28,-0.1,0.05,21.74,0.0,5.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,15.14,15.93
2012-10-25,0.3,0.33,0.0,0.03,10.0,0.01,8.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,19.48,19.09
2013-02-14,0.28,0.21,0.0,-0.07,-25.0,0.01,8.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,24.66,21.87
2013-04-24,0.18,0.35,0.11,0.17,94.44,0.0,7.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,22.4,24.29
2013-07-24,0.28,0.32,-0.18,0.04,14.29,0.01,7.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,28.85,32.54
2013-10-23,0.35,0.38,-0.01,0.03,8.57,0.02,9.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,34.45,33.05
2014-02-19,0.32,0.35,0.24,0.03,9.38,0.01,8.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,30.55,32.76
2014-04-23,0.26,0.26,-0.01,0.0,0.0,0.05,8.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,36.27,35.76
2014-07-30,0.41,0.56,-0.18,0.15,36.59,0.07,4.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,34.9,27.01
2014-10-29,0.51,0.57,-0.16,0.06,11.76,0.01,4.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,29.91,28.07
2015-02-18,0.53,0.6,-0.21,0.07,13.21,0.02,8.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,37.89,38.4
2015-04-29,0.43,0.26,0.49,-0.17,-39.53,0.01,8.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,37.84,33.65
