DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-31,1.25,1.31,0.01,0.06,4.8,0.05,17.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,34.80301,35.237320000000004
2012-10-25,1.34,1.55,-0.08,0.21,15.67,0.03,18.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,43.060320000000004,42.74049
2013-01-31,0.96,0.94,-0.38,-0.02,-2.08,0.08,16.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,46.94658,47.18993
2013-04-30,1.38,1.5,-0.02,0.12,8.7,0.06,12.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,56.11747,56.90882
2013-07-30,1.39,1.52,-0.03,0.13,9.35,0.06,13.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,61.69566,62.89135
2013-10-29,1.53,1.5,-0.12,-0.03,-1.96,0.07,14.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,59.722269999999995,61.06909
2014-02-06,1.35,1.34,-0.34,-0.01,-0.74,0.02,13.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,66.98312,65.83913000000001
2014-04-24,1.56,1.98,-0.16,0.42,26.92,0.04,15.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,72.17636999999999,70.48474
2014-07-29,1.61,1.69,-0.17,0.08,4.97,0.09,16.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,81.22221,79.0994
2014-10-28,1.58,1.79,-0.12,0.21,13.29,0.05,16.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,76.83577,79.3429
2015-02-03,1.22,1.22,-0.57,0.0,0.0,0.02,15.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,93.96165,95.82732
2015-04-28,1.96,2.39,-0.19,0.43,21.94,0.07,15.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,110.38,108.01
