DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-08,0.45,0.51,0.0,0.06,13.33,0.02,12.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,32.18,32.6
2012-11-08,0.5,0.6,0.0,0.1,20.0,0.01,11.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,19,32.94,33.19
2013-02-28,0.67,0.74,0.0,0.07,10.45,0.01,12.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,38.92,36.2
2013-05-09,0.57,0.63,0.0,0.06,10.53,0.01,10.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,34.11,35.77
2013-08-08,0.58,0.6,0.0,0.02,3.45,0.01,8.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,38.53,37.33
2013-11-05,0.55,0.61,0.0,0.06,10.91,0.01,8.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,19,39.9,42.43
2014-02-27,0.54,0.51,0.0,-0.03,-5.56,0.01,8.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,46.25,35.42
2014-05-08,0.47,0.59,0.0,0.12,25.53,0.02,7.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,33.43,36.7
2014-08-05,0.5,0.56,0.0,0.06,12.0,0.02,7.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,34.43,29.71
2014-11-06,0.5,0.51,0.0,0.01,2.0,0.03,7.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,30.47,35.24
2015-02-26,0.53,0.68,0.0,0.15,28.3,0.01,5.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,34.29,32.4
2015-05-11,0.49,0.51,0.0,0.02,4.08,0.02,4.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,27.75,22.11
