DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-01,0.02,0.06,-0.05,0.04,200.0,,1.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,2.98,3.04
2012-11-06,-0.02,0.0,-0.07,0.02,100.0,,1.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,19,3.75,3.74
2013-02-12,0.09,0.17,-0.1,0.08,88.89,,1.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,6.55,7.39
2013-05-07,0.1,0.23,-0.02,0.13,130.0,,1.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,10.48,10.18
2013-08-06,0.1,0.12,-0.19,0.02,20.0,,1.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,12.05,11.98
2013-11-06,0.11,0.13,-0.01,0.02,18.18,,1.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,19,13.44,13.49
2014-02-12,0.17,0.22,-0.08,0.05,29.41,,1.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,11.88,12.41
2014-05-06,0.23,0.16,-0.05,-0.07,-30.43,0.02,2.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,15.68,15.25
2014-08-05,0.2,0.22,-0.11,0.02,10.0,0.01,2.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,20.29,19.85
2014-11-05,0.16,-0.02,-0.25,-0.18,-112.5,0.0,2.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,16.59,16.09
2015-02-12,0.33,0.28,-0.34,-0.05,-15.15,0.05,3.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,17.22,16.94
2015-05-05,0.15,0.2,-0.27,0.05,33.33,0.01,3.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,18.97,18.51
