DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-02,0.05,-0.05,0.12,-0.1,-200.0,0.07,13.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,18.61,19.2
2012-10-31,0.07,-0.2,-0.91,-0.27,-385.71,0.07,15.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,22.91,21.09
2013-02-21,0.16,0.2,0.1,0.04,25.0,0.09,15.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,15.92,17.2
2013-05-02,0.01,-0.25,-0.45,-0.26,-2600.0,0.07,13.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,19.6,20.63
2013-08-01,-0.02,-0.19,0.49,-0.17,-850.0,0.06,13.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,22.65,22.26
2013-10-31,-0.09,-0.09,-3.42,0.0,0.0,0.08,15.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,27.67,30.17
2014-02-20,-0.04,0.11,-0.26,0.15,375.0,0.07,13.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,24.16,24.49
2014-05-01,0.08,-0.05,-0.22,-0.13,-162.5,0.08,14.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,23.71,23.8
2014-07-31,0.03,-0.18,-0.37,-0.21,-700.0,0.03,12.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,24.01,21.06
2014-11-06,-0.02,-0.06,-0.66,-0.04,-200.0,0.08,10.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,12.55,13.75
2015-02-25,-0.04,-0.23,2.07,-0.19,-475.0,0.09,11.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,10.76,10.19
2015-05-08,-0.09,-0.12,-0.12,-0.03,-33.33,0.07,10.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,10.25,9.3
