DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-09-06,0.16,0.17,-0.02,0.01,6.25,,1.0,2012.0,4.0,2012.0,2.0,20120630.0,-11.0,20,8.76871,8.67287
2012-11-08,0.19,0.18,0.0,-0.01,-5.26,0.02,2.0,2013.0,1.0,2012.0,3.0,20120930.0,-10.0,19,9.63885,9.36897
2013-02-07,0.2,0.17,0.0,-0.03,-15.0,0.02,2.0,2013.0,2.0,2012.0,4.0,20121231.0,-9.0,19,9.6843,9.88787
2013-05-09,0.25,0.34,-0.06,0.09,36.0,,1.0,2013.0,3.0,2013.0,1.0,20130331.0,-8.0,20,9.900030000000001,10.69905
2013-08-28,,0.2,-0.01,,,,0.0,2013.0,4.0,2013.0,2.0,20130630.0,-7.0,20,15.27586,15.060570000000002
2013-11-07,,0.4,0.0,,,,0.0,2014.0,1.0,2013.0,3.0,20130930.0,-6.0,19,16.03541,19.42525
2014-02-07,,0.24,0.0,,,,0.0,2014.0,2.0,2013.0,4.0,20131231.0,-5.0,19,17.527639999999998,17.7444
2014-05-08,,0.19,0.0,,,,0.0,2014.0,3.0,2014.0,1.0,20140331.0,-4.0,20,22.74081,18.837020000000003
2014-09-04,,0.21,-0.02,,,,0.0,2014.0,4.0,2014.0,2.0,20140630.0,-3.0,20,19.436220000000002,21.320339999999998
2014-11-06,,0.23,-0.06,,,,0.0,2015.0,1.0,2014.0,3.0,20140930.0,-2.0,19,22.15492,20.911929999999998
2015-02-05,,0.28,-0.05,,,,0.0,2015.0,2.0,2014.0,4.0,20141231.0,-1.0,19,20.97123,21.17067
2015-05-07,,0.34,-0.05,,,,0.0,2015.0,3.0,2015.0,1.0,20150331.0,0.0,20,19.17,21.48
