DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-26,1.38,1.42,-1.91,0.04,2.9,0.05,20.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,77.78,79.77
2012-11-01,1.29,1.35,-0.75,0.06,4.65,0.04,20.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,87.71,86.73
2013-02-19,1.53,1.59,-1.38,0.06,3.92,0.03,17.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,84.81,83.1
2013-05-02,1.87,1.99,-2.78,0.12,6.42,0.09,12.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,106.49,106.46
2013-07-25,1.99,2.01,-6.28,0.02,1.01,0.04,12.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,128.85001,132.71001
2013-10-29,2.1,2.09,-1.6,-0.01,-0.48,0.04,10.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,154.27,156.63
2014-02-20,3.06,3.17,-4.03,0.11,3.59,0.05,9.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,220.37,218.41
2014-04-30,3.29,3.49,-2.94,0.2,6.08,0.13,5.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,204.33,207.77
2014-08-05,3.37,3.42,-3.14,0.05,1.48,0.07,9.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,214.67,206.50999
2014-11-05,3.12,3.19,-7.14,0.07,2.24,0.06,9.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,247.91,250.38
2015-02-18,3.7,3.91,-6.67,0.21,5.68,0.2,9.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,284.0,289.44
2015-05-11,3.84,4.3,-6.15,0.46,11.98,0.12,6.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,301.73999,296.79001
