DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-31,0.56,0.59,0.0,0.03,5.36,0.02,14.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,32.41405,32.84343
2012-10-30,0.56,0.52,-0.02,-0.04,-7.14,0.01,15.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,32.89286,32.68076
2013-01-29,0.38,0.39,-0.12,0.01,2.63,0.02,15.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,33.35237,33.79918
2013-04-30,0.24,0.32,0.0,0.08,33.33,0.03,12.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,39.8755,39.96004
2013-07-30,0.69,0.73,0.0,0.04,5.8,0.02,12.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,41.42958,42.01656
2013-10-29,0.62,0.59,-0.02,-0.03,-4.84,0.03,12.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,45.3474,45.3474
2014-01-28,0.49,0.48,-0.03,-0.01,-2.04,0.02,11.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,45.6333,45.21006
2014-04-06,0.25,0.38,-0.02,0.13,52.0,0.06,12.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,45.41186,43.32741
2014-07-29,0.72,0.7,0.0,-0.02,-2.78,0.02,11.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,44.0695,44.80237
2014-10-28,0.68,0.68,-0.1,0.0,0.0,0.01,11.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,45.541540000000005,46.68377
2015-02-03,0.54,0.56,-0.25,0.02,3.7,0.06,12.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,45.27071,45.95528
2015-04-24,0.25,0.27,-0.14,0.02,8.0,0.03,10.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,49.06,48.53
