DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-24,1.49,1.41,-0.13,-0.08,-5.37,0.03,8.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,47.21753,47.06619
2012-10-23,1.41,1.41,-0.8,0.0,0.0,0.07,9.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,53.28998000000001,53.09135
2013-01-29,1.31,1.32,-1.17,0.01,0.76,0.06,9.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,62.57836999999999,63.609359999999995
2013-04-23,1.36,1.27,0.0,-0.09,-6.62,0.03,4.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,64.98085999999999,66.2767
2013-07-23,1.54,1.39,0.01,-0.15,-9.74,0.07,9.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,75.67858000000001,76.16096
2013-10-22,1.63,1.52,0.1,-0.11,-6.75,0.06,9.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,80.74840999999999,80.33223000000001
2014-02-04,1.43,1.61,0.14,0.18,12.59,0.05,4.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,92.74,89.55
2014-04-29,1.4,1.44,-0.01,0.04,2.86,0.05,6.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,98.38,97.98
2014-07-29,1.63,1.57,0.04,-0.06,-3.68,0.05,5.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,88.6,88.39
2014-10-28,1.71,1.69,-0.12,-0.02,-1.17,0.04,4.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,84.89,82.81
2015-02-03,1.58,1.39,-0.16,-0.19,-12.03,0.04,4.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,76.03,73.86
2015-04-28,1.0,0.81,-0.24,-0.19,-19.0,0.03,4.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,72.04,71.43
