DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-02,0.53,0.47,0.0,-0.06,-11.32,0.42,2.0,2013.0,1.0,2012.0,2.0,20120630.0,-11.0,20,49.45081,53.80299
2012-11-05,0.62,0.76,0.0,0.14,22.58,0.27,2.0,2013.0,2.0,2012.0,3.0,20120930.0,-10.0,19,58.74588000000001,58.4551
2013-02-11,0.62,0.73,0.0,0.11,17.74,0.13,2.0,2013.0,3.0,2012.0,4.0,20121231.0,-9.0,19,59.557080000000006,59.17219
2013-05-07,0.67,0.57,-0.48,-0.1,-14.93,0.21,2.0,2013.0,4.0,2013.0,1.0,20130331.0,-8.0,20,60.40051999999999,55.54261999999999
2013-08-05,0.57,0.62,0.0,0.05,8.77,,1.0,2014.0,1.0,2013.0,2.0,20130630.0,-7.0,20,56.94432,56.80463
2013-11-12,0.47,0.6,0.0,0.13,27.66,0.13,2.0,2014.0,2.0,2013.0,3.0,20130930.0,-6.0,19,63.38315,64.88556
2014-02-05,0.64,0.2,0.0,-0.44,-68.75,,1.0,2014.0,3.0,2013.0,4.0,20131231.0,-5.0,19,60.85221,60.7671
2014-05-22,0.66,0.5,0.0,-0.16,-24.24,0.3,2.0,2014.0,4.0,2014.0,1.0,20140331.0,-4.0,20,62.49651,65.21291
2014-07-31,0.41,0.18,0.0,-0.23,-56.1,,1.0,2015.0,1.0,2014.0,2.0,20140630.0,-3.0,20,60.29415,57.35625
2014-11-10,-0.01,-0.49,0.0,-0.48,-4800.0,0.28,2.0,2015.0,2.0,2014.0,3.0,20140930.0,-2.0,19,54.32034,45.52681
2015-02-05,0.27,0.32,0.0,0.05,18.52,,1.0,2015.0,3.0,2014.0,4.0,20141231.0,-1.0,19,48.855140000000006,51.604659999999996
2015-05-11,0.49,0.12,0.0,-0.37,-75.51,0.04,2.0,2015.0,4.0,2015.0,1.0,20150331.0,0.0,20,40.0593,37.422909999999995
