DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-25,0.87,1.32,-0.29,0.45,51.72,0.12,8.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,26.673709999999996,27.32498
2012-10-24,0.87,1.34,0.11,0.47,54.02,0.24,8.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,30.341590000000004,31.879559999999998
2013-02-07,-1.21,-0.15,0.06,1.06,87.6,0.18,7.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,32.87664,33.821709999999996
2013-04-24,1.05,1.06,0.09,0.01,0.95,0.19,5.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,37.340740000000004,35.748509999999996
2013-07-24,0.67,0.63,-0.27,-0.04,-5.97,0.13,5.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,36.50282,36.18482
2013-10-30,0.8,1.05,0.38,0.25,31.25,0.31,6.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,37.95118,37.77687
2014-02-06,1.12,1.13,0.08,0.01,0.89,0.15,5.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,36.599509999999995,35.63637
2014-04-23,0.98,1.55,0.12,0.57,58.16,0.09,5.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,43.77785,44.921409999999995
2014-07-23,1.34,1.4,0.42,0.06,4.48,0.02,4.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,42.85872,42.9078
2014-10-29,1.19,1.08,-0.66,-0.11,-9.24,0.2,5.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,43.32227,42.76976
2015-02-05,1.27,0.97,-0.07,-0.3,-23.62,0.14,4.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,44.82076,44.70182
2015-04-22,1.33,1.39,0.48,0.06,4.51,0.18,4.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,47.993159999999996,47.644740000000006
