DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-26,0.11,0.17,-2.56,0.06,54.55,0.01,19.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,4.97,5.22
2012-10-18,0.11,0.16,-0.68,0.05,45.45,0.01,19.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,5.4,5.22
2013-01-29,0.11,0.18,-0.14,0.07,63.64,0.01,20.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,7.1,7.31
2013-04-25,0.16,0.16,-0.42,0.0,0.0,0.0,12.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,7.54,7.45
2013-07-25,0.16,0.18,-0.08,0.02,12.5,0.01,12.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,10.83,10.96
2013-10-24,0.16,0.17,-0.17,0.01,6.25,0.01,14.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,11.54,11.62
2014-02-04,0.19,0.21,-0.13,0.02,10.53,0.01,13.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,12.85,12.76
2014-04-29,0.18,0.2,-0.1,0.02,11.11,0.01,12.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,12.73,12.61
2014-07-24,0.2,0.21,-0.21,0.01,5.0,0.01,12.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,13.26,13.11
2014-10-22,0.2,0.2,-0.17,0.0,0.0,0.01,13.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,12.32,12.71
2015-02-04,0.21,0.22,-0.16,0.01,4.76,0.01,13.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,14.96,15.13
2015-04-28,0.21,0.21,-0.21,0.0,0.0,0.01,15.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,17.75,17.59
