DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-09,0.28,0.22,-0.4,-0.06,-21.43,0.03,4.0,2012.0,4.0,2012.0,2.0,20120630.0,-11.0,20,15.737739999999999,15.94384
2012-10-18,-0.18,-0.28,-0.07,-0.1,-55.56,0.06,5.0,2013.0,1.0,2012.0,3.0,20120930.0,-10.0,20,18.05359,17.657420000000002
2013-01-24,0.02,0.07,-0.09,0.05,250.0,0.07,4.0,2013.0,2.0,2012.0,4.0,20121231.0,-9.0,19,21.82216,22.58119
2013-04-19,1.08,0.89,-0.11,-0.19,-17.59,0.09,3.0,2013.0,3.0,2013.0,1.0,20130331.0,-8.0,20,19.83931,20.04905
2013-08-15,0.19,0.22,-1.39,0.03,15.79,0.01,4.0,2013.0,4.0,2013.0,2.0,20130630.0,-7.0,20,18.23762,18.24721
2013-10-17,-0.31,-0.35,-0.06,-0.04,-12.9,0.0,2.0,2014.0,1.0,2013.0,3.0,20130930.0,-6.0,20,18.32959,18.31994
2014-01-23,0.1,0.05,-0.04,-0.05,-50.0,0.04,2.0,2014.0,2.0,2013.0,4.0,20131231.0,-5.0,19,20.572860000000002,20.592270000000003
2014-04-24,0.87,0.81,0.01,-0.06,-6.9,0.0,2.0,2014.0,3.0,2014.0,1.0,20140331.0,-4.0,20,21.504360000000002,21.514110000000002
2014-08-14,0.35,0.31,-0.14,-0.04,-11.43,0.02,2.0,2014.0,4.0,2014.0,2.0,20140630.0,-3.0,20,19.97031,20.11751
2014-10-15,-0.37,-0.21,-0.13,0.16,43.24,0.05,2.0,2015.0,1.0,2014.0,3.0,20140930.0,-2.0,20,17.80544,18.1017
2015-01-21,0.14,0.26,-0.11,0.12,85.71,0.01,2.0,2015.0,2.0,2014.0,4.0,20141231.0,-1.0,19,18.65275,18.40431
2015-04-23,0.73,0.86,-0.11,0.13,17.81,0.02,2.0,2015.0,3.0,2015.0,1.0,20150331.0,0.0,20,20.73,19.85
