DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-30,1.04,1.07,0.0,0.03,2.88,0.02,8.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,65.59085999999999,66.47747
2012-10-26,1.08,1.08,-0.22,0.0,0.0,0.01,9.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,63.85099,64.17904
2013-02-07,1.15,1.16,0.03,0.01,0.87,0.01,10.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,66.57722,66.71503
2013-04-29,1.11,1.11,0.01,0.0,0.0,0.01,7.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,66.23325,67.41913000000001
2013-07-29,1.07,1.07,0.0,0.0,0.0,0.03,6.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,64.33843,64.92818
2013-10-28,1.03,1.06,0.0,0.03,2.91,0.02,6.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,63.519940000000005,63.23616
2014-02-03,1.15,1.16,0.0,0.01,0.87,0.01,6.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,66.44914,67.07061
2014-05-05,1.15,1.17,0.0,0.02,1.74,0.02,6.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,71.69292,72.10811
2014-07-28,1.19,1.19,0.0,0.0,0.0,0.01,5.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,77.271,76.51077
2014-11-03,1.2,1.21,0.0,0.01,0.83,0.01,5.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,82.46911999999999,82.05574
2015-02-02,1.24,1.23,0.02,-0.01,-0.81,0.01,5.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,96.2147,96.28416999999999
2015-04-27,1.27,1.28,0.0,0.01,0.79,0.02,6.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,93.61,93.96
