DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-11-27,0.46,0.43,-0.03,-0.03,-6.52,0.02,2.0,2012.0,4.0,2012.0,3.0,20120930.0,-10.0,19,41.46938,42.02142
2013-01-30,0.42,0.44,0.0,0.02,4.76,0.01,5.0,2013.0,1.0,2012.0,4.0,20121231.0,-9.0,19,45.937459999999994,45.458940000000005
2013-05-01,0.43,0.41,0.06,-0.02,-4.65,0.01,5.0,2013.0,2.0,2013.0,1.0,20130331.0,-8.0,20,39.00492,40.7421
2013-07-31,0.43,0.53,-0.01,0.1,23.26,0.03,5.0,2013.0,3.0,2013.0,2.0,20130630.0,-7.0,20,38.58464,38.26695
2013-11-20,0.45,0.46,-0.01,0.01,2.22,0.03,5.0,2013.0,4.0,2013.0,3.0,20130930.0,-6.0,19,42.32983,41.8567
2014-01-30,0.49,0.43,-0.04,-0.06,-12.24,0.02,5.0,2014.0,1.0,2013.0,4.0,20131231.0,-5.0,19,30.47552,29.15557
2014-04-30,0.44,0.49,-0.15,0.05,11.36,0.03,5.0,2014.0,2.0,2014.0,1.0,20140331.0,-4.0,20,29.5516,29.38547
2014-07-30,0.46,0.55,-0.08,0.09,19.57,0.02,5.0,2014.0,3.0,2014.0,2.0,20140630.0,-3.0,20,34.19442,34.21409
2014-11-12,0.49,0.55,-0.08,0.06,12.24,0.02,5.0,2014.0,4.0,2014.0,3.0,20140930.0,-2.0,19,36.361709999999995,34.63115
2015-01-28,0.49,0.51,-0.1,0.02,4.08,0.01,5.0,2015.0,1.0,2014.0,4.0,20141231.0,-1.0,19,34.20365,34.61155
2015-04-29,0.5,0.47,-0.07,-0.03,-6.0,0.02,6.0,2015.0,2.0,2015.0,1.0,20150331.0,0.0,20,37.93,37.6
