DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-06-26,0.72,0.8,0.0,0.08,11.11,0.04,11.0,2012.0,4.0,2012.0,2.0,20120430.0,-11.0,20,25.44,26.11
2012-09-05,-0.03,-0.06,0.0,-0.03,-100.0,0.03,11.0,2013.0,1.0,2012.0,3.0,20120731.0,-10.0,20,24.22,22.68
2012-12-04,0.21,0.39,0.0,0.18,85.71,0.1,11.0,2013.0,2.0,2012.0,4.0,20121031.0,-9.0,19,20.26,22.94
2013-03-05,0.37,0.17,0.0,-0.2,-54.05,0.06,11.0,2013.0,3.0,2013.0,1.0,20130131.0,-8.0,19,21.69,19.57
2013-06-25,-0.09,-0.04,0.0,0.05,55.56,0.07,11.0,2013.0,4.0,2013.0,2.0,20130430.0,-7.0,20,19.58,20.06
2013-08-27,-0.07,-0.17,-0.15,-0.1,-142.86,0.12,10.0,2014.0,1.0,2013.0,3.0,20130731.0,-6.0,20,22.17,22.02
2013-11-26,0.07,0.14,-0.07,0.07,100.0,0.02,10.0,2014.0,2.0,2013.0,4.0,20131031.0,-5.0,19,26.92,29.76
2014-03-04,0.19,0.34,0.15,0.15,78.95,0.04,9.0,2014.0,3.0,2014.0,1.0,20140131.0,-4.0,19,31.74,38.51
2014-07-08,0.22,0.27,0.08,0.05,22.73,0.05,8.0,2014.0,4.0,2014.0,2.0,20140430.0,-3.0,20,30.96,35.05
2014-09-03,-0.08,-0.18,0.02,-0.1,-125.0,0.12,8.0,2015.0,1.0,2014.0,3.0,20140731.0,-2.0,20,33.65,30.56
2014-11-25,-0.11,-0.12,-0.01,-0.01,-9.09,0.05,7.0,2015.0,2.0,2014.0,4.0,20141031.0,-1.0,19,30.68,28.24
2015-03-03,0.06,0.1,0.0,0.04,66.67,0.09,7.0,2015.0,3.0,2015.0,1.0,20150131.0,0.0,19,28.06,25.65
