DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-01,0.74,0.79,0.0,0.05,6.76,0.04,10.0,2012.0,3.0,2012.0,2.0,20120630.0,-11.0,20,43.845659999999995,42.82393
2012-11-15,1.22,1.45,0.0,0.23,18.85,0.06,13.0,2012.0,4.0,2012.0,3.0,20120930.0,-10.0,19,45.55508,44.04214
2013-01-30,0.94,1.1,0.0,0.16,17.02,0.06,13.0,2013.0,1.0,2012.0,4.0,20121231.0,-9.0,19,52.29452,51.8426
2013-05-01,1.25,1.28,0.0,0.03,2.4,0.06,11.0,2013.0,2.0,2013.0,1.0,20130331.0,-8.0,20,47.706590000000006,49.248999999999995
2013-07-31,1.36,1.37,0.0,0.01,0.74,0.03,12.0,2013.0,3.0,2013.0,2.0,20130630.0,-7.0,20,55.34986,56.685959999999994
2013-11-07,1.52,1.57,0.0,0.05,3.29,0.07,11.0,2013.0,4.0,2013.0,3.0,20130930.0,-6.0,19,52.677659999999996,54.42638
2014-02-04,1.15,1.28,0.0,0.13,11.3,0.1,10.0,2014.0,1.0,2013.0,4.0,20131231.0,-5.0,19,45.5256,44.553000000000004
2014-04-30,0.93,1.13,0.0,0.2,21.51,0.15,10.0,2014.0,2.0,2014.0,1.0,20140331.0,-4.0,20,48.689009999999996,46.43926
2014-07-30,1.08,1.11,0.0,0.03,2.78,0.1,10.0,2014.0,3.0,2014.0,2.0,20140630.0,-3.0,20,47.42168,47.30379
2014-11-10,1.52,1.72,0.0,0.2,13.16,0.09,10.0,2014.0,4.0,2014.0,3.0,20140930.0,-2.0,19,37.09639,35.61293
2015-02-03,1.44,1.68,-0.97,0.24,16.67,0.07,7.0,2015.0,1.0,2014.0,4.0,20141231.0,-1.0,19,29.169829999999997,28.95178
2015-04-29,1.71,1.97,-0.08,0.26,15.2,0.12,9.0,2015.0,2.0,2015.0,1.0,20150331.0,0.0,20,30.43,33.38
