DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-16,0.49,0.49,0.0,0.0,0.0,0.01,9.0,2013.0,2.0,2012.0,3.0,20120731.0,-11.0,20,32.73255,32.98404
2012-11-15,0.83,0.88,0.0,0.05,6.02,0.02,8.0,2013.0,3.0,2012.0,4.0,20121031.0,-10.0,19,38.23976,37.93977
2013-03-14,1.25,1.28,0.0,0.03,2.4,0.01,7.0,2013.0,4.0,2013.0,1.0,20130131.0,-9.0,20,42.42419,42.54605
2013-05-23,0.82,0.78,0.0,-0.04,-4.88,0.01,6.0,2014.0,1.0,2013.0,2.0,20130430.0,-8.0,20,48.44144,47.24395
2013-08-22,0.52,0.52,0.0,0.0,0.0,0.01,5.0,2014.0,2.0,2013.0,3.0,20130731.0,-7.0,20,45.95146,46.04795
2013-11-21,0.9,0.85,0.0,-0.05,-5.56,0.01,5.0,2014.0,3.0,2013.0,4.0,20131031.0,-6.0,19,46.0589,45.84754
2014-03-14,1.21,1.23,0.0,0.02,1.65,0.04,7.0,2014.0,4.0,2014.0,1.0,20140131.0,-5.0,20,41.956109999999995,42.44818
2014-05-22,0.78,0.78,0.0,0.0,0.0,0.01,5.0,2015.0,1.0,2014.0,2.0,20140430.0,-4.0,20,42.99177,41.9375
2014-08-21,0.53,0.51,0.0,-0.02,-3.77,0.01,4.0,2015.0,2.0,2014.0,3.0,20140731.0,-3.0,20,45.730579999999996,45.73995
2014-11-20,0.87,0.84,0.0,-0.03,-3.45,0.02,4.0,2015.0,3.0,2014.0,4.0,20141031.0,-2.0,19,48.08168,47.62008
2015-03-13,1.24,1.25,0.0,0.01,0.81,0.02,4.0,2015.0,4.0,2015.0,1.0,20150131.0,-1.0,20,47.81382,48.82901
2015-05-21,0.77,0.7,0.0,-0.07,-9.09,0.02,4.0,2016.0,1.0,2015.0,2.0,20150430.0,0.0,20,43.1,44.07
