DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-24,0.5,0.51,-0.02,0.01,2.0,0.01,8.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,29.7,29.44
2012-10-23,0.49,0.49,0.0,0.0,0.0,0.01,7.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,26.04,28.02
2013-02-25,0.51,0.49,0.04,-0.02,-3.92,0.01,6.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,31.26,30.37
2013-04-23,0.52,0.52,0.04,0.0,0.0,0.01,6.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,33.99,33.66
2013-07-23,0.55,0.58,0.0,0.03,5.45,0.01,6.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,39.75,39.76
2013-10-22,0.53,0.53,-0.01,0.0,0.0,0.01,6.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,42.55,43.52
2014-02-25,0.57,0.6,0.01,0.03,5.26,0.01,7.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,42.12,44.45
2014-04-22,0.55,0.53,0.01,-0.02,-3.64,0.01,7.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,47.25,44.51
2014-07-31,0.64,0.62,-0.03,-0.02,-3.12,0.02,4.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,47.76,47.36
2014-11-04,0.54,0.66,-0.92,0.12,22.22,0.09,7.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,52.28,51.37
2015-02-25,0.7,0.73,-0.2,0.03,4.29,0.01,5.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,56.59,57.97
2015-05-05,0.53,0.57,-0.18,0.04,7.55,0.01,5.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,62.54,63.56
