DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-01,0.41,0.42,0.0,0.01,2.43,0.06,18.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,68.71467,69.31962
2012-10-31,0.38,0.4,0.18,0.02,5.26,0.03,17.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,72.53226,71.84826
2013-02-26,0.41,0.34,0.0,-0.07,-17.07,0.05,14.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,72.97407,74.80059
2013-05-01,0.48,0.43,0.0,-0.05,-10.42,0.03,10.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,81.38319,81.30561999999999
2013-07-31,0.53,0.92,0.0,0.39,73.58,0.03,10.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,68.89126,69.36811
2013-10-30,0.53,0.45,0.0,-0.08,-15.09,0.03,14.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,78.81705,77.50816
2014-02-25,0.46,0.25,0.0,-0.21,-45.65,0.09,12.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,78.59228,79.24916999999999
2014-05-01,0.49,0.51,0.0,0.02,4.08,0.04,11.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,84.88025999999999,85.63821
2014-07-30,0.52,0.58,0.0,0.06,11.54,0.02,10.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,95.10989000000001,93.27192
2014-10-30,0.56,0.5,0.0,-0.06,-10.71,0.03,10.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,98.09682,96.70819
2015-02-23,0.5,0.42,0.0,-0.08,-16.0,0.04,10.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,96.90799999999999,94.23962
2015-04-30,0.53,0.45,0.0,-0.08,-15.09,0.04,9.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,94.53,93.48
