DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-07-27,1.01,1.02,-0.29,0.01,0.99,0.02,14.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,47.68987,48.31847
2012-10-26,0.91,0.95,-0.33,0.04,4.4,0.03,16.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,20,52.22779,52.488530000000004
2013-02-01,1.25,1.27,-0.34,0.02,1.6,0.06,18.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,54.75963,53.55966
2013-04-26,1.11,1.11,-0.29,0.0,0.0,0.03,14.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,57.55956,58.38638
2013-07-26,1.1,1.11,-0.35,0.01,0.91,0.02,14.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,66.0773,65.09881
2013-10-25,1.04,1.13,-0.31,0.09,8.65,0.01,13.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,20,76.07207,76.59203000000001
2014-01-31,1.53,1.54,-0.4,0.01,0.65,0.04,14.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,79.28488,75.75716
2014-04-25,1.17,1.28,-0.22,0.11,9.4,0.02,13.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,83.7093,83.01953
2014-07-25,1.2,1.25,-0.24,0.05,4.17,0.02,12.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,85.31245,86.37984
2014-10-31,1.12,1.29,-0.25,0.17,15.18,0.03,11.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,20,85.50159000000001,86.67475
2015-02-06,1.86,1.89,-0.33,0.03,1.61,0.02,13.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,96.12501999999999,96.34435
2015-05-01,1.29,1.37,-0.23,0.08,6.2,0.04,13.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,98.42,98.8
