DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-08-01,0.3,0.3,0.0,0.0,0.0,0.01,6.0,2012.0,2.0,2012.0,2.0,20120630.0,-11.0,20,24.15331,23.49374
2012-11-06,0.32,0.36,0.0,0.04,12.5,0.01,6.0,2012.0,3.0,2012.0,3.0,20120930.0,-10.0,19,25.6967,25.73414
2013-02-19,0.34,0.38,0.65,0.04,11.76,0.02,6.0,2012.0,4.0,2012.0,4.0,20121231.0,-9.0,19,28.00092,28.349990000000002
2013-04-30,0.35,0.38,0.0,0.03,8.57,0.01,4.0,2013.0,1.0,2013.0,1.0,20130331.0,-8.0,20,32.06183,32.46071
2013-07-30,0.36,0.37,0.0,0.01,2.78,0.01,4.0,2013.0,2.0,2013.0,2.0,20130630.0,-7.0,20,31.594240000000003,30.97287
2013-11-05,0.38,0.39,0.0,0.01,2.63,0.01,4.0,2013.0,3.0,2013.0,3.0,20130930.0,-6.0,19,31.992520000000003,31.5304
2014-02-18,0.39,0.4,0.0,0.01,2.56,0.02,4.0,2013.0,4.0,2013.0,4.0,20131231.0,-5.0,19,32.42041,32.59492
2014-04-29,0.39,0.39,0.0,0.0,0.0,0.01,4.0,2014.0,1.0,2014.0,1.0,20140331.0,-4.0,20,33.24456,33.137190000000004
2014-07-29,0.38,0.39,0.0,0.01,2.63,0.01,4.0,2014.0,2.0,2014.0,2.0,20140630.0,-3.0,20,34.86401,34.31388
2014-11-04,0.41,0.42,0.0,0.01,2.44,0.01,4.0,2014.0,3.0,2014.0,3.0,20140930.0,-2.0,19,38.038540000000005,38.206579999999995
2015-02-17,0.41,0.42,0.0,0.01,2.44,0.01,4.0,2014.0,4.0,2014.0,4.0,20141231.0,-1.0,19,42.26765,42.96366
2015-04-28,0.42,0.43,0.0,0.01,2.38,0.01,4.0,2015.0,1.0,2015.0,1.0,20150331.0,0.0,20,41.59,40.8
