DATE,EPS_MEAN_EST,EPS_ACT,EPS_ACT_ADJ,EPS_AMT_DIFF_SURP,EPS_PCT_DIFF_SURP,EPS_STD_EST,EPS_CNT_EST,FISC_YEAR,FISC_QTR,CAL_YEAR,CAL_QTR,PER_END_DATE,PER_CODE,ANNOUCE_HOUR,BEFORE_CLOSE,AFTER_CLOSE
2012-06-06,0.3,0.3,-0.08,0.0,0.0,0.02,5.0,2012.0,2.0,2012.0,2.0,20120430.0,-11.0,20,19.99253,18.93394
2012-09-05,0.42,0.37,-0.14,-0.05,-11.9,0.02,5.0,2012.0,3.0,2012.0,3.0,20120731.0,-10.0,20,19.03793,18.149179999999998
2012-12-10,0.4,0.5,0.0,0.1,25.0,0.02,5.0,2012.0,4.0,2012.0,4.0,20121031.0,-9.0,19,18.60053,18.99648
2013-03-04,0.22,0.26,-0.02,0.04,18.18,0.02,4.0,2013.0,1.0,2013.0,1.0,20130131.0,-8.0,19,21.596239999999998,20.93145
2013-06-03,0.33,0.36,-0.01,0.03,9.09,0.01,4.0,2013.0,2.0,2013.0,2.0,20130430.0,-7.0,20,23.52448,24.32775
2013-09-03,0.39,0.41,-0.12,0.02,5.13,0.01,4.0,2013.0,3.0,2013.0,3.0,20130731.0,-6.0,20,23.65841,24.59167
2013-12-09,0.45,0.48,-0.05,0.03,6.67,0.01,4.0,2013.0,4.0,2013.0,4.0,20131031.0,-5.0,19,26.849990000000002,25.921129999999998
2014-03-04,0.25,0.25,-0.02,0.0,0.0,0.02,4.0,2014.0,1.0,2014.0,1.0,20140131.0,-4.0,19,28.63035,27.3754
2014-06-03,0.4,0.33,-0.06,-0.07,-17.5,0.01,4.0,2014.0,2.0,2014.0,2.0,20140430.0,-3.0,20,26.301209999999998,25.92953
2014-09-03,0.45,0.47,-0.13,0.02,4.44,0.02,3.0,2014.0,3.0,2014.0,3.0,20140731.0,-2.0,20,26.138379999999998,27.5058
2014-12-08,0.55,0.52,-0.03,-0.03,-5.45,0.05,4.0,2014.0,4.0,2014.0,4.0,20141031.0,-1.0,19,26.7596,27.867990000000002
2015-03-03,0.37,0.38,-0.07,0.01,2.7,0.06,4.0,2015.0,1.0,2015.0,1.0,20150131.0,0.0,19,30.95604,29.22465
