Earning Date,EPS-a,EPS-e,Time,PPrev Close,Prev Close,Next Close,NNext Close
2015-04-23,,0.85,BMO,63.61,64.52,64.25,66.07
2015-01-30,0.89,0.85,BMO,61.34123,62.60079,59.85357,60.2007
2014-10-31,0.89,0.77,BMO,59.04336,60.22462,62.46902,62.26229
2014-07-25,0.82,0.76,BMO,53.23214,52.8413,51.96191,52.50909
2014-04-25,0.72,0.68,BMO,48.62272,47.82754,47.65298,49.33063
2014-01-31,0.82,0.83,BMO,45.75975,46.43255,47.3168,45.50986
2013-10-25,0.82,0.78,BMO,46.08673,45.7053,47.01171,47.12614
2013-07-26,0.82,0.79,BMO,41.24295,41.80999,42.32978,42.58495
2013-04-26,0.68,0.66,BMO,41.50404,41.42912,42.92746,42.35622
