Earning Date,EPS-a,EPS-e,Time,PPrev Close,Prev Close,Next Close,NNext Close
2015-04-30,,0.13,BMO,9.44,9.57,9.43,9.38
2015-01-29,0.11,0.12,BMO,9.22231,9.083919999999999,9.04439,8.97519
2014-10-29,0.14,0.15,BMO,9.45852,9.7028,9.67348,9.67348
2014-07-30,0.15,0.14,BMO,9.31695,9.31695,9.345939999999999,9.25896
2014-04-24,0.17,0.14,BMO,10.15298,10.32506,9.87573,9.608039999999999
2014-01-30,0.2,0.15,BMO,9.41056,9.33489,9.38218,9.16465
2013-10-24,0.14,0.15,BMO,9.79387,9.70968,9.5226,9.30745
2013-07-25,0.17,0.16,BMO,9.10716,9.0427,9.37421,9.383410000000001
2013-04-24,,0.18,BMO,8.81813,8.89953,8.50158,8.1579
2013-01-30,,0.19,BMO,8.76044,8.73374,8.70703,8.71593
2012-10-25,,0.17,BMO,8.47857,8.45232,8.58357,8.48732
2012-07-26,0.17,0.18,BMO,8.870239999999999,8.86163,8.31046,8.26741
2012-04-26,0.17,0.18,BMO,10.25185,10.486130000000001,10.28417,10.2761
2012-01-26,0.14,0.18,BMO,10.2536,10.36515,9.73575,9.73575
2011-10-27,,0.2,BMO,9.48441,9.78277,9.963339999999999,9.66499
2011-10-19,,0.2,BMO,8.62076,9.076139999999999,9.162510000000001,9.4059
2011-07-28,0.21,0.19,,10.2926,10.11488,10.16124,10.0917
2011-07-20,0.21,0.19,,10.47033,10.53988,10.694410000000001,10.60169
2011-04-27,0.22,0.2,BMO,9.78862,10.12991,10.30419,10.46394
2011-04-26,0.2,0.18,,9.78862,10.12991,10.30419,10.46394
2011-04-13,0.2,0.18,AMC,10.02099,9.9048,9.948369999999999,9.99195
2011-01-27,0.22,0.2,BMO,10.16939,10.06189,9.98306,9.811060000000001
2011-01-24,0.22,0.2,AMC,10.20523,10.14073,10.16939,10.06189
2010-10-21,,0.18,BMO,8.9197,8.93385,9.238010000000001,9.28753
2010-10-18,,0.18,AMC,8.9197,9.04703,8.9197,8.93385
2010-07-22,0.19,0.16,BMO,9.885760000000001,9.58577,9.86483,9.920639999999999
2010-07-20,0.19,0.16,BMO,9.795060000000001,9.788089999999999,9.885760000000001,9.58577
2010-04-22,,0.15,BMO,10.83645,10.98076,10.98732,10.98732
2010-04-15,,0.15,AMC,10.79053,10.85613,10.639660000000001,10.6987
2010-01-27,0.16,0.17,,8.739419999999999,9.076039999999999,9.108410000000001,8.90126
2010-01-21,0.16,0.17,BMO,9.85288,9.98236,9.56804,9.19257
2009-10-22,0.16,0.15,BMO,7.92013,7.8244,8.188180000000001,8.41155
2009-10-15,0.16,0.15,,8.00309,8.00948,7.9648,7.907369999999999
2009-07-23,0.05,0.13,BMO,6.98607,7.130439999999999,7.62631,8.2226
2009-07-21,0.05,0.13,AMC,7.16182,6.98607,7.130439999999999,7.62631
2009-04-23,0.2,0.16,BMO,7.8932899999999995,7.610760000000001,7.9462600000000005,8.41716
2009-04-15,0.2,0.16,,7.8462,7.8874,7.934489999999999,8.14639
2009-01-30,0.09,0.23,,7.747999999999999,7.517060000000001,7.4651,7.07827
2009-01-22,0.09,0.23,BMO,8.12905,8.920010000000001,7.70758,7.776860000000001
2008-10-29,0.02,0.12,,9.56867,9.711319999999999,10.327539999999999,10.84107
2008-10-23,0.02,0.12,BMO,9.97379,9.58579,9.19779,8.94673
2008-07-30,0.27,0.21,,11.11246,10.97687,11.15201,11.281939999999999
2008-07-16,0.27,0.21,BMO,8.157789999999999,8.157789999999999,9.67185,9.801789999999999
2008-04-28,0.2,0.22,,10.20106,10.32339,10.206380000000001,10.206380000000001
2008-04-24,0.2,0.22,BMO,10.16383,10.04682,10.28616,10.20106
2008-01-30,0.26,0.24,,10.38907,10.4469,10.64144,10.58886
2008-01-28,0.26,0.24,,9.88434,10.26815,10.38907,10.4469
2008-01-23,0.26,0.24,AMC,9.5794,9.97898,10.02104,9.88434
2007-10-24,,0.24,,10.50896,10.38936,10.39976,10.70655
